courage	traits
students	have pets
crumbs	located in tables
landmark	memorable
conservatives	members
solutions	methods
albums	located in closets
sika deers	deers
object	rolled up if floppy
milk	created by mammals
nasturtiums	flowers
carnauba wax	wax
shacks	small buildings
gentlemans	located in universities
tests	attempts
every snowflake	unique
chokers	jewelry
sun	essential for food production in plants
lobbies	part of hotels
grenades	used for explosions
conceptualization	concepts
soil	located in gardens
eyes	used for vision
cavities	located in solid objects
pigs	placental mammals
swifts	birds
cityscapes	paintings
prisms	located in windowsills
leechs	followers
sportswears	attire
water	located in tsunamis
earth	living
hedgers	gardeners
princes	located in courts
angelfishs	located in aquariums
art forms	kinds
solubility	quality
turf grass	grass
thinks	motivated by the goal of answers
lounges	rooms
shoes	capable of trips
wallpaper	has floral patterns
polls	counts
coilings	convergence
bootleg	covering
cement	solids
abortions	medical procedures
porcelain	white
kisses	end with puckers
probes	inquiries
siameses	people
fruit salad	salad
modes	conditions
person can realise	wrong
chapters	assemblies
perennials	foliage
additives	substances
ribbons	strips
facilitators	located in meetings
music festivals	events
subculture	part of culture
rain forests	forests
airplanes	films
shape tampoline	round
stick of butter	yellow
influenza	viruses
pecans	wood
hospitals	large buildings
vaccines	inoculations
ground floors	used for cleaning
peas	located in freezers
pools	organizations
ovens	used for cooking
solway firth north of sellafield	contaminated with plutonium
paperclips	located in offices
all facts	useful
daughters	children
car	expensive
acetate	chemical compounds
human body without two eyes	abnormal
marriages	marital status
ale	beers
insulators	materials
cassavas	roots
muscle cells	fibre
checks	blemishs
scope	extent
screwdrivers	drinks
bags	located in shopping malls
kissing	sexual arousal
stakes	posts
flags	tails
magnesium oxide	salt
yes really	true
world	round
dewlaps	skin
dichondras	plants
insectivores	animals
driving	stalls
turtles	located in boxs
skylights	located in office buildings
blazes	fire
exercising	cause good health
adoration	worship
initiates	scholars
tortillas	rounds
seminars	educational events
middlemans	people
heads	part of bolts
speaks	talk
water hammers	bangs
rapes	sexual assaults
chocolate syrup	located in jars
ferrous sulfate	ionic compounds
misdirection	direction
windows	located in buildings
dances	motivated by the goal of fun
cabs	part of motor vehicles
food	important to health
noise	sound
secretary	working late
masterminds	games
collective nouns	nouns
dying	rinsings
traveling	causes relocation
mystery writers	writers
empires	monarchies
scores	sets
parking garages	located in apartments
voids	located in space
livers	part of bodies
produce	food
construction	commercial enterprises
beams	located in new construction
water	located in containers
work easier when	eager to do
spring	has potential energy
brunch	sources of energy
salons	located in shopping malls
frills	adornment
swimwears	clothing
people	likely to attend church on sunday
structures	located in classes
memos	documents
eights	figures
people	happy with children
closures	terminations
turns	favors
attacks	criticism
coffins	located in graveyards
fire	combustion
fiddlings	used for appliances
principal investigators	scientists
houses	used for comfort
mammoths	located in archeological digs
ice ages	periods
nones	hours
sheets of paper	very flat
properties	part of culture
leopards	animals
sinners	wrongdoers
snakes	located in coils
orchestra pits	have musicians
medical assistants	health professionals
atlases	planets
heat sources	located in homes
slabs	blocks
acts	events
mammoths	located in archeological sites
press	pushs
internet sites	capable of time outs
claws	extremities
motion	energy
computer buses	computer components
criminals	violent
plastic	located in cupboards
field peas	peas
marmots	located in groups
tracks	used for running
king penguins	penguins
walls	verticals
molecules	located in substances
red and yellow	mixed to make orange
horse racing	racing
reclassification	categorizations
reading	cause knowing
mudslides	natural hazards
electricity	energy
cotton plants	crop plants
heifers	located in colleges
electrical components	parts
fridges	refrigerators
arms	have hands
electrostatic charge	charge
soldiers	used for war
doom	destiny
bleach	located in hospitals
guppies	fish
drink with oranges and eggs	available in orange julius shops
shops	located in streets
fads	fashion
publishing houses	organizations
human waste	lbums
properties	attributes
acetic acid	chemical compounds
kettles	large pots
condoms	located in sex shops
bathrooms	located in rest areas
internet	modern
skates	fish
simple sentences	more useful than spicy sausages
discoveries	insight
guitars	located in cases
shopping bags	located in grocery stores
rice	brown
dead zones	books
cats	capable of sleep
amplitude	shifts
mayonnaise	emulsion
wall hanging	work of art
superstitions	lies
milhouse	not meme
drilling bits	bits
ideology	made of ideals
booking	registerings
drawers	part of dressers
pitching	servings
bums	located in beachs
patios	used for cookouts
teachers	desire vacation
union representatives	representatives
trios	ensembles
paper	located in tables
points	part of pins
orchestra pits	located in auditoriums
headways	situations
rests	inaction
anemones	plants
computers	faster but not smarter than humans
bows	sticks
international organizations	organisation
shingles	construction materials
mental illnesses	health problems
alas	processes
markers	located in desks
prime	numbers
technical paper	located in conferences
folders	located in schools
bitter things	unpleasant
questions	singles
gentlemans	located in operas
blotters	located in desks
breathing	lives
ester	organic matter
postmasters	located in post offices
thunderstorms	rainstorm
large containers	located in supermarkets
bellbottom pants	relaxing
bureaucrats	used for bureaucracy
beds	places
bodies	structures
treats	happening
condominiums	dwellings
pools	used for pees
windmills	machines
kayakings	water sports
cups	located in shelfs
tesla coils	electrical devices
science fiction	fiction
fishers	located in boats
smoke	located in bars
allergies	hypersensitivity reaction
fishing license	license
fishing	used for dads
wrongs	rights
schemes	evil
usage	language
funguses	located in lawns
witchings	practice
classics	books
building permits	license
typing	used for using computers
rivers	sites
geomancers	diviners
liver cancer	diseases
spruces	wood
scorpions	arachnids
canfields	solitaire
movie theaters	business
illusion	misconception
sailors	desire wind
explanations	thinking
glycosides	organic compounds
fluorescent lamps	lamps
antelopes	ruminants
moss	located in trees
earaches	aches
weeding garden	necessary
orbits	body parts
fountains	sculpture
internets	used for research
flight	trips
monkeys	located in story books
glass	fragile
skin cells	somatic cells
metformins	drugs
mats	located in floors
parents	animals
superstitions	bad things
confusion	located in operas
horns	used for communicating
broken glass	located in trash
sisterhoods	bands
pain	used for pleasure
connectivity	properties
spraying	pplications
long running	running
toll roads	located in new jerseys
refraction	physical phenomenons
minimization	decrease
shirts	used for uniformity
horses	ore
portals	entrances
air	located in skies
spam	canned food
thiefs	have stolens
streams	located in wildernesses
fleas	located in cats
rugs	located in beds
sea	used for swims
green	sites
poison	bad for health
getting	cause gets
titanium	strong and lightweight
amnesia	imes
parking areas	devoid of wild life
cleaning	dustings
electric motors	engines
porpoises	cetaceans
sugar	created by plants
tennis courts	hard
foundries	factories
ms	part of alphabets
prospectors	miners
creeks	located in countrysides
public housing	rental properties
matter	energy
piles	collections
shows	used for fun
neutron stars	less dense than black holes
henries	saints
spouses	relatives
software engineers	professionals
space exploration	human activities
restoration	repairs
playing sports	used for friendships
beavers	located in stew
black coffee	play
windows	openings
outrage	trouble
people	thoughtful
coups	success
pyramid organizations	illegal
cats	desire naps
comic strips	cartoons
family therapy	group therapy
grass	located in trees
fangs	tooths
potassium chromate	crystal
irises	irises
consistency	uniformity
subgroups	groups
steel	located in steel mills
floors	part of rooms
boys and girls	different
cockroachs	located in cupboards
synchrotrons	cyclotrons
tortillas	circular
tweed	located in closets
water ice	ice
east timor and afghanistan	operational areas
savings bonds	government bonds
fabric	made of thread
cars	buys
corrections	amendments
cutlery	located in tables
minarets	open air
dutch ovens	ovens
students	capable of homework
penthouses	magazines
ionizing radiation	radiation
towels	located in hotels
all people in modern world	programmed to consumers
ice	located in freezers
disks	cylinders
frames	part of comic strips
lies	false
fishing seasons	seasons
temptation	desire
regulars	soldiers
barrels	part of guns
sawmills	mills
coaxial cables	cables
old newspapers	located in trash
theater companies	companies
depth	ttributes
statements	false
walnuts	wood
tracings	discoveries
gates	entries
aid	infectious diseases
tote bags	located in schools
parachuting	dangerous activities
bores	excavation
pain	located in necks
trees	located in forests
prescriptions	documents
bids	auctions
english	english for english
metronomes	machines
many people	have allergies
practice	implementations
pluralisms	practice
misfortune	trouble
rocky	nuts
mercury	metal
octanes	alkane
motors	machines
plasmodiums	cytoplasm
ice	located in bars
histamine	neurotransmitters
breathing	coughs
sweepers	employees
colleges	used for teaching
projects	plans
kids	albums
diarrhea	symptoms
duck hunters	hunters
boys	men
vegetarian food	healthy
tapeworms	parasites
dilemma	perplexity
statues	located in large cities
stairs	located in gyms
national parks	parks
inquiries	investigations
shades	located in malls
software	located in computers
snakes	located in wetland
newspaper	folded
ideas	complex
visas	legal forms
skeletons	scandal
tropical fish	fish
banana peels	red
chemical bonding	chemical reaction
separation	sorting
heres	companies
sportswriters	journalists
flats	footwear
nitric acid	cid
crinoids	most common in deep sea
waitings	reads
toast	made of bread
trade magazines	magazines
malabsorptions	assimilation
carbonate	salt
meaning	messages
aurora	physical phenomenons
canvases	setting
relations	dealing
candles	light
ripping	separatings
us federal emergency management agency	abbreviated to fema
beanie babies	stuffed animals
big bluestems	grass
police actions	violent actions
beavers	located in earth
stomas	aperture
cumulative votes	elections
beets	vegetables
children	real people
bags	used for holds
fine structures	spectrum lines
beds	used for reading
members	associates
going up stairs	much harder than going down
ponies	part of horses
bats	used for fun
brits	copepods
newspapers	mediums
gradation	rank
stupidity	contagious
rivers	located in bridges
signs	located in towns
anemones	located in pots
foals	part of horses
waves	reservists
has reliability	reliable
popes	religious leaders
ground	sandy in country
recital	statements
tooths	bones
indicators	devices
money	located in casinos
diamond	valuable
tongues	anatomies
first aid	care
tractors	located in farms
anatomies	analysises
mind control	creepy
voting	civic responsibility
planes	degrees
divorcee can explain marriage	difficult
thiefs	films
catalysts	activators
boxs	located in ballparks
cartoons	drawing
musicians	located in tours
paper	coloureds
circles	seating
chromosomes	part of nucleuses
corruption	degradations
names	located in files
parking area	paved with asphalt
used paper	waste
bourns	boundaries
attics	part of entablatures
tragedies	play
standing	status
wells	conduits
boulevards	streets
tape	finishing lines
sonnet	very structured
lipases	enzymes
war criminals	wrongdoers
lithographs	duplicators
tote bags	located in houses
lantanas	poisonous plants
pencils	located in classrooms
cutouts	photographic print
floors	black and white in color
hangovers	diseases
flat foots	diseases
bows	strokes
astrology	belief systems
buckeyes	seeds
doors	bands
sharks	located in salt water
colloidal silver	silver
clothing	used for advertises
beds	foundations
bar magnets	magnets
hardliners	conservatives
warships	ships
waving	gesturings
sucklings	young mammals
most grass	green
machine guns	small arms
bars	used for drinking
medlars	fruit trees
computers	popular
funguses	located in toe nails
protists	eukaryotes
misspelling	spelling
riding	transport
captains	located in basketball teams
voting systems	legal systems
democracy	good things
jokers	comedians
rows	arrays
nanotubes	artifacts
jock itch	ringworm
religion	causes war
american dreams	ambitions
showers	located in houses
oxbows	meander
indian curry	hot
transmissions	software
years	time periods
trilogies	trios
squids	part of squids
prickly pears	cactuses
sectors	social groups
cholesterol	only in animal tissue and products
adaptation	writing
volcanic eruption	dangerous to people
hummer	division
cats	gossip
air travel	travel
ulcerative colitis	diseases
strategies	norms
most college students	very social
shoes	white
medicaid patients	humans
skates	motivated by the goal of exercises
shipping	hires
acetyl	chemical compounds
popes	priests
energizers	actors
playing cards	cheats
cans	used for kicking
academics	specialists
pikes	located in lakes
rice	plant materials
annuals	reference books
brains	part of bodies
antennas	part of transmitters
supinations	rotation
punch	can involve clench fists
picnic baskets	located in campers
sailors	capable of row boats
worlds	homos
cigarette butts	butts
indications	naming
fellows	part of couples
customs	duties
boards	boardings
browsers	applications
flower	symmetrical
accounts	relationships
hammers	industrial equipment
vodkas	alcoholic drinks
casts	gathering
cable guys	films
sliders	part of zippers
plesiosaurs	animals
sumps	wells
grains of sand	very small
canoes	located in water
cottages	used for livings
exhaust	waste
zinc sulfate	ionic compounds
hikes	walks
helixs	spirals
current events	events
points	meaning
saying book	good friend commonly used in douglasville used book store
collagenases	enzymes
demand	rationals
people think france	gorgeous
powder	inanimate objects
calcification	illnesses
ice crystal	part of precipitation
dogs	loyal
tonsils	solid objects
garment bags	bags
dives	motivated by the goal of swims
ropes	used for climbing
dogs	have brains
fans	located in football stadiums
lambs	victims
rhetoric	communication
hair	hair
diving	cause spinal injuries
labour demand in firms	restructuring towards bipolarity
embezzlers	deceivers
insects	animals
oxygen	capable of freezes
computer games	interactive programs
potassium citrate	prescribed to render urine alkaline
tidiness	cleanliness
mole crickets	crickets
scenery	vicinities
driveways	roads
burls	part of trees
cookies	located in ovens
jewelry	used for adornment
bookshelfs	used for bookends
binders	used for paper
albinism	birth defects
blisters	defects
presents	gifts
bomblets	part of cluster bombs
respondents	communicators
housework	boring
pizzerias	restaurants
calcites	spars
ladybugs	insects
black	considered timeless color
bridges	part of transportation systems
floorboards	located in carpets
proficiency	competence
rugs	located in bedrooms
toothpastes	located in bathrooms
effectiveness	power
dislocation	disruption
bangs	noise
nighthawks	artwork
talking	can involve lies
hemoglobins	located in blood
weasels	located in law firms
buildings	gathering
heaths	natural things
bosses	located in conferences
married people	have children
ogres	giants
hiding	privacies
minorities	legal status
cats	located in boxs
japanese and chinese	equivalent
clothes	hanging on clothes line
systems analysts	computer programmers
predicates	relationships
padres	priests
garden	nice
black holes	astronomical objects
enzymes	proteins
dry cleans	cleans
catchers	baseball players
wild rice	grass
selenium	nonmetal
learning	free
keys	used for locks
misers	hoarders
rivers	located in valleys
labels	descriptions
draws	runs
buying things on credit	handy
length	size
views	looks
west	opposite of east
volume	publications
chromophores	groups
fiber	materials
intervention	proceeding
incontinence	elimination
country	governed by people
naturists	people
muskellunges	pikes
paris	romantic
window frames	part of windows
floors	walls
nickels	chemical elements
ditchs	excavation
peepholes	portals
duet	musical compositions
spinal adjustment	has health benefits
stockholm international peace research institute	abbreviated to sipri
flashers	electrical devices
catmints	herbs
crying	part of life
daily routine	human activities
magazines	located in dentists
propaganda	information
drains	capable of wick
muskrats	rodents
earth	located in trees
calls	cause meet
baths	part of homers
wrens	passerines
appendages	solid objects
work flow	dvancement
supersonic combustion ramjet	abbreviated to scramjet
wrestles	sweat
limbs	extremities
book ends	located in shelfs
piling	puttings
medical waste	located in beachs
trash receptacles	located in shopping malls
scratchs	motivated by the goal of itch
observers	people
cardboard boxs	casings
continents	made of countries
word cardiac sphincter	misleading
filters	part of cigarettes
scratchs	handicaps
war	fights
liquid solutions	liquids
text books	located in schools
pockets	pouchs
beams	located in large buildings
pamphlets	located in drawers
going up hill	difficult
ids	computers
buntings	birds
beasts	books
derivations	inference
terpenes	hydrocarbons
tools	bands
tongues	located in cheek
screens	partitions
shoes	located near foots
bones	located in fish
landmark	used for visitings
wood frogs	true frogs
bicycles	have chain
docks	part of tails
testers	canopies
bars	part of courts
nematodes	worms
hematites	minerals
refined sugar	white
gels	used for hair
church services	services
busts	revel
tar	black
helpings	social events
villas	buildings
playing games	frustrations
integral calculuses	calculuses
pigeonholes	categories
paralegals	paraprofessionals
pentacles	magazines
calculators	experts
lenses	located in cameras
programs	software
hypersensitivity	sensitivity
boxers	capable of punch
cannons	used for war
pickle	vegetables
durums	wheat
song	pretty
fan	short for fanatic
pallid bats	mammals
violence	bad things
not all bags	baggy
marmite	delicious
vocalists	musicians
fish	has bones
opium	addictive
shells	housing
exhibitions	collections
scallops	curves
master bedrooms	used for retreatings
grass	located in gardens
resting	used for stopping
dandelions	edibles
dogs	capable of runs
nationalists	organizations
juniper	cypresses
stomachs	part of human bodies
vice	located in workshops
introverts	people
stars	part of constellations
drafts	depth
air bubbles	located in water
restaurants	used for eating
chapters	clubs
knees	joints
communicates	motivated by the goal of interaction
current events	located in newspapers
rocks	located in mountain ranges
kissing	cause shortness of breath
churchs	used for quiet
fresh water	important
nucleuses	organelles
capstones	part of walls
calcium	elements
drops	descents
minerals	solids
scones	food
chickweeds	herbs
concretion	natural processes
pens	swans
peach trees	trees
acorns	located in forests
program trading	trading
fruit trees	located in orchards
tobacconists	shopkeepers
person wants water when	hot
legislators	public officials
stock	frameworks
fossilization	passage
eggs	have shells
when sick	difficult to work
pancreatic cancer	diseases
glucocorticoids	hormones
surfaces	made of materials
crows	animals
flat surfaces	planes
frozen enchiladas	cold
circles	conic sections
prenatal diagnosises	diagnostic procedures
many more people	suffering from asthma now days
rationalization	defense mechanisms
driving	crashs
cheese	mixture
flute	solid
assertions	declarations
obligation	states
maggots	larvas
moons	used for exploration
steel	located in mills
faith	used for trust
tail fins	fins
traveling	used for enjoyment
time	magazines
saxophonists	musicians
gray wolfs	mammals
profiles	outlines
typing	cause communicating
disputants	people
conferences	convention
protein kinase	proteins
backpacks	bags
street	one way or two way
spas	located in houses
financial gain	gain
human being	made of flesh
fruit of watermelon	red
stars	located in skies
soldiers	located in platoons
money	located in purses
threes	numbers
rubber	located in classrooms
tentacles	holders
bonfires	burning
bills	documents
mucopolysaccharides	polysaccharides
cars	albums
metabolic disorder	disorder
packets	messages
homes	used for sleep
modality	part of physical therapy
young human males	prone to sexual arousal
booths	located in fairs
leftovers	food
holes	books
heaters	devices
wheelers	marchers
gases	used for fartings
united states	infamous for gun related crime
rubber	saps
soft scales	scale insects
markers	located in books
preemption	legal principles
florets	flowers
drinking fountains	located in rest areas
snack bars	located in race tracks
wisdom	traits
barbs	part of spears
running for long time	boring
preservation	conditions
norms	specifications
sushi	made of raw fish
magic	located in covens
sun	very far from earth
cream cheese	nice on bagles
climbing	cause exhilaration
snakes	located in meadows
rivers	bodies of water
human bones	bones
conservation of energy	conservation
dill seeds	part of dill
office workers	located in offices
omelets	easy to cook
young animals	virgins
complications	diseases
medlars	edible fruit
cabins	part of spacecrafts
canopies	part of parachutes
grooms	participants
bodyguards	albums
mental health problem	common
beavers	located in bodies of water
pilots	located in airports
ships	large vehicles
fish	meat
logos	trademarks
urban legends	tales
sonars	part of submarines
bees	social gathering
corpuses	conceptual work
whistlings	human activities
machine guns	located in military services
day camps	camps
warfarin	ticoagulant
appropriators	acquirers
assaults	crime
pseudonyms	names
accretion	ddition
lakesides	shores
bluegrass music	music
liquid fuel	liquids
aphasia	diseases
building sites	sites
latchs	part of doors
accidents	mishap
fragments	pieces
malts	lagers
wests	locations
windshield wipers	part of autos
public opinion	beliefs
extractions	natural processes
commitment	confinements
fish	laughing at us
running	sweat
cabinets	located in corners
hot swaps	swaps
art galleries	facilities
doors	rectangular shapeds
foliations	production
voices	used for shouts
toads	venomous animals
first ladies	workers
sirens	devices
pyruvic acid	liquids
potage creme d orge	cream of barley soup
valleys	lows
weight machines	made of plastic
surgical procedures	medical procedures
capitalists	people
partitions	body parts
dogs	have noses
brothers	friends
soccer fields	located in parks
hearts	located in humans
notes	symbols
diplomacies	negotiation
declines	decrease
holes	located in swiss cheese
chandeliers	lighting fixtures
high schools	academies
children who do well at school	gifted
customers	located in malls
japanese restaurants	located in major cities
dog	playing dead
commercial enterprises	part of markets
dinnerwares	tableware
deep links	links
corn	located in containers
fountain pens	have ink
mills	located in barns
city halls	used for leadership
security systems	located in museums
cancer	capable of kill
coffee	located in cans
threes	albums
haircuts	grooming
cactus wrens	wrens
mud	located in waterfalls
flaws	situations
strings	long and thin
thumbs	digits
bunnies	desire hops
quantifiers	determiners
videotapes	video recordings
infielders	fielders
fencing	used for marking boundaries
rubber trees	trees
landscapes	points of view
playing cards	cause winnings
lease agreement	rental agreement
brothers	located in houses
panpipes	musical instruments
heritage	information
oriental cockroachs	cockroachs
solar cells	electrical components
downhill skiing	fun
ears	hearing
copper	conductors
interceptions	prevention
swells	cause swells
gene therapy	used for genetic disorder
entertainment	diversion
judges	legal professionals
pencils	located in backpacks
malls	buildings
cats	located in flats
sightseeings	looks
picture frames	located in shelfs
rivers	used for water skiing
communism	political ideology
united states	violent and crime ridden
acquirers	financial institutions
saving money savings account	wise
carriage	mechanisms
teeth	for chewing
discount rates	interest rates
blueprints	pictures
dogs	shedding
urges	motivation
social networks	films
kittens	located in farms
periodicals	located in bookstores
puffings	blowing
boredom	avoidable
high technology	technology
shower curtains	capable of moves
sites	tracts
trees	used for beauty
clonidines	drugs
butts	barrels
sections	part of slides
comets	have ice
punch	industrial equipment
armies	located in war
violence	used for terrorism
cutoffs	natural things
one flavor of cake	chocolate
using computers	used for adults
umbrellas	located in suitcases
mailboxs	located in front doors
echocardiograms	medical tests
little rivers	rivers
children	desire play games
horses	located in zoos
tea	stimulants
cuffs	laps
chat rooms	used for conversations
half life	video games
bequests	gifts
tires	located in airports
tradition	content
merchants	located in markets
blue lines	part of ice hockeys
tv	short for television
chameleons	blue
human vision	complex systems
disturbances	motion
robert	loud
flowers	located in shelfs
string	sequences
backgammons	board games
bullies	located in schools
scallops	mollusks
bridges	located in river valleys
religion	has ministers
melanomas	cancer
snow tires	tires
cecums	cavities
aneuploidy	bnormalities
exposure	disclosures
low wages	relatives
drag	costumes
cats	capable of claws
middle management	responsible for execution
walking	pleasant
dollars	currency
most living rooms	more comfortable than public places
couchs	located in parties
opposite of tactful	blunt
sour cream	cream
bikinis	swimwears
steel	capable of rust
parts	part of units
use computers	energy consumption
beach towels	towels
freedom	emotion
hikings	used for health
sports	fun
plumbing	pipeworks
letter carriers	located in post offices
commodities	objects
water plants	dies
cans	used for soda
editions	groups
guidelines	information
clouds	located in atmospheres
microphones	input devices
heart	pumps blood around body by contracton and relaxation of muscles
another good way to burn calories	walking
thread	located in cabinets
topping	garnish
carpets	located in closets
cities	located in buses
gravy	sauces
security	legal documents
pencils	used for scribblings
bars	obstructions
sun	used for energy
clasts	fragments
installation programs	utility programs
foxs	located in bars
acacias	woody plants
zero divided by	zero
russian roulette	television shows
flower buds	flowers
telephone poles	made of wood
spontaneous combustion	ignition
accountants	office workers
coachs	part of football teams
in sahara	very hot during day
training absenteeism and lost productivity	costly
humic substances	organic compounds
purine	bases
timelines	books
phycobilin	pigment
futures	tenses
drafting	trade
brent	nuts
shoots	sprouts
yeast	funguses
baroques	artistic style
sleepers	terrorists
drives	motivated by the goal of cruises
brothers	located in seminaries
coach airline seats	less expensive than first class
cash	located in purses
american english	different from british english
dictators	speakers
annuals	plants
knobs	projections
toxins	located in water
banks	companies
good books	cause a desire to reads
lake sturgeon	sturgeon
bungalows	houses
shows	used for education
genius	smart
massage therapy	professional servicing
ringed seals	mammals
ethnic groups	groups
organisms	capable of needs
fructose	sugar
ground beetles	beetles
cheese	dairy products
plane tickets	documents
consistency	coherence
campers	located in forests
mammoths	located in drawing
dogs	domestic animals
typeface	bold
gels	used for soap
dust	located in orbits
snowflakes	located in clouds
earth science	natural science
green beans	located in cans
electronic databases	databases
convoys	processions
dullness	stupidity
wild flowers	located in fields
onyxs	bands
sailboats	have sails
number pad	easy to use
long lines	located in movies
catholic priests	catholics
states	made of counties
marmosets	located in pants
meander	curves
meaning	ideas
handles	part of teacups
printers	peripherals
bald eagles	located in wood
hotel rooms	used for sleeping
houses	bands
boats	means of transport
ruff	part of bridges
mit	cool
all bulls	male
peonies	perennials
jumps	cause jumps
love	used for giving
topiaries	art
wheat	located in wheat fields
dental flosses	located in drug stores
preteens	juveniles
twilight	light
galagos	mammals
quinces	part of quinces
testing	experiments
toruses	round shapes
text	capable of fades
neon	noble gases
fog	located in valleys
talons	part of birds
peas	food
valleys	located in mountainous regions
daughter cells	cells
leadership	status
bribery	causes better jobs
money	has budget
campers	humans
curries	dishs
group therapy	psychotherapy
creosote bushs	shrubs
small dogs	located in vets
division	rithmetic operations
dollars	used for shopping
steppes	plains
barbital	one of first barbiturates
safety	confidence
therapeutic clonings	clonings
valleys	located in mountainous areas
most sentences from reputable sources	true
shore	next to sea
killers	bands
red rivers	places
quarterlies	serieses
notes	used for harmony
magnetization	physical properties
aluminum sulfate	salt
apple	red
beginners	films
sanitary landfills	landfills
cheese	food
body builders	workers
driving at high speed	dangerous
biological weapons	weapons
losers	located in casinos
automobiles	located in exit ramps
blue chips	films
reception	located in country clubs
armies	have soldiers
cabbages	located in grocery stores
bulldozers	construction vehicles
popcorn	located in carnivals
bands	ranges
chess	great games
liquid diets	diets
stalks	hunts
coils	used for hose
retinal detachments	visual impairment
neuroanatomies	anatomies
cd	opaque
faith healers	healers
crisis intervention	psychotherapy
columns	used for organize information
oxygen	oxidizer
midfields	part of playing fields
essential tremors	tremors
radio broadcasting	broadcasting
hair	located in skin
pianos	furniture
traffic signs	located in freeways
theatres	used for conferences
drops	spheres
occupants	located in houses
burning	events
radio commercials	commercials
horseradish roots	roots
legends	located in maps
evidence	located in crime scenes
compact disks	rigid
soul mates	lovers
wolfs	rivers
identities	television shows
shipwrecks	ruins
syndication	selling
lizards	located in documentaries
dollars	used for buying
examinations	tests
ear	very fragile
bees	located in attics
statistical methods	part of statistics
jews	people
vessels	located in streets
producers	workers
grooming	used for dogs
phimosises	abnormalities
water	located in perfume
credit card bills	common
revenue stamps	sheets
sculpture	work of art
tensors	functions
all lawyers	human
doubles	tennis
unanimities	agreement
backdrops	located in theaters
criminal courts	courts
gulf states	part of souths
music boxs	musical instruments
linoleums	located in furniture
color vision	sight
bioassay	ssay
carrots	located in stores
rickeys	mixed drinks
crystallography	physics
countermeasures	measures
infertility	diseases
united states prisons	inhumane
charts	lists
enzymes	protein molecules
directories	lists
flora in kakadu	one of richest in australia
mayonnaise	spread
gypsy moths	pests
candles	lamps
dance style	rtistic style
sports	newspapers
babies	capable of cries
typologies	categorizations
e	vowel
moons	used for romance
ladies	located in cities
exhaust pipes	part of autos
hair	located in fingers
machine shops	workshops
wrinkles	methods
hostels	housing
lymphocytes	leukocytes
treasure	wealth
hails	exclamations
shanks	part of keys
drumbeats	signals
fiber optics	fiber
warmth	sensation
backdoors	doors
plastic	used for cups
sleepovers	affairs
fluoresceins	dye
albums	used for play
arrests	inaction
transmission fluid	lubricant
world	full of sinners
drives	located in parks
passports	located in airports
if wash hands	clean
taxation	imposition
tooths	part of gear
swiss cheese	located in shops
plates	used for serve food
carbon dioxide	oxide
meal planning	art
upgrades	software
house sparrows	animals
spiders	located in closets
dreadlocks	locks
toppers	wit
hearts	pumps
giant otters	otters
performers	capable of dances
sky	blue when weather fair
cortexs	plant tissue
curmudgeons	oldsters
radio broadcasts	broadcasts
grain of sand	located in bathing suits
nerve fiber	fiber
nuns	located in churchs
mistakes	actions
essays	attempts
sodium fluoride	toxic substances
oxygenated blood	red
founders	people
parents	capable of separate children
gentlemans	located in movies
roadkills	bodies
fall	utumn
trumpet	solid
wounds	used for healing
one word frequently misspelled	parallel
coffee table	functional or decorative
wood	used for houses
snakes	located in dens
god	than which no greater can conceived
clarinets	used for playing
mother can hope child	happy
fillets	pieces
oreganos	plants
poetry reading	located in bookstores
overflow incontinence	enuresis
carbonated water	part of soda
pigeonholes	compartments
headhunters	hunters
redwoods	wood
airplanes	used for flying
formic acid	cid
curfews	deadlines
devices	designs
submarines	very big
walls	part of rooms
graveyards	used for old bones
climbing	cause blisters
constellations	celestial objects
dead bodies	located in cellars
injectors	appliances
floors	flats
families	part of order
vents	orifices
moorings	anchorages
assurance	insurance
tennis balls	spherical in shape
tumors	malignant
totem poles	emblems
atoms	located in molecules
assists	maneuvers
spectroscopes	optical instruments
marchs	cause marchs
kissing	passions
midterms	part of terms
bars	have pool tables
music	located in cassettes
orthodontists	dentists
block diagrams	diagrams
genomes	ordering
rust mites	mites
food	located in plates
draws	natural things
trash	located in parking lots
niagra falls	deafening
lasers	used for laser printers
professions	affirmation
buggies	carriage
poems	part of poetry
assignments	located in desks
undulation	movement
ornithologies	zoology
sneezes	symptoms
exocrine glands	glands
hydroelectric dams	power plants
freedom	relative
congratulation	expression
rights	interest
lies	positions
white matter	nervous tissue
cryosurgeries	operations
poetry	inspiring
agencies	actions
who	fluent in two languages bilingual
sentience	one human trait
cucumber beetles	have black stripes
bottles	located in wineries
bees	located in churchs
archaeopteryx	birds
stratus clouds	clouds
dancing	used for fun
snow	both cold and wet
fatigue	causes a desire to rests
brothers	capable of bugs
brackets	quantities
amusement parks	parks
oracles	shrines
ounces	part of pounds
interchanges	paved roads
stilettos	knifes
eats	swallows
treasuries	funds
tarpans	equines
opticians	professionals
rentals	transactions
programs	located in conferences
consulting services	services
if hot	very warm
kittens	cats
straps	part of braces
echolocation	more powerful than vision in water
mandolins	stringed instruments
home mortgages	home loans
firsts	srs
altars	structures
television stations	service organizations
dartboards	flat and circular
glass	non porous
grazes	abrasion
city halls	used for courts
desks	located in studies
costumes	located in theatres
major surgery	operations
matrixs	part of nails
microphone booms	located in studios
ministers	used for people
frogs	have bones
